year,state_abbr,state,stratification_category,stratification,obesity_pct,no_leisure_activity_pct,low_fruit_consumption_pct
2021,MA,Massachusetts,Race/Ethnicity,Hispanic,36.0,40.7,41.2
2021,MA,Massachusetts,Race/Ethnicity,Non-Hispanic 2 or more races,27.7,11.2,26.7
2021,MA,Massachusetts,Race/Ethnicity,Non-Hispanic Asian,11.3,17.3,32.7
2021,MA,Massachusetts,Race/Ethnicity,Non-Hispanic Black,35.3,26.2,33.2
2021,MA,Massachusetts,Race/Ethnicity,Non-Hispanic White,26.8,18.2,37.2
2021,MA,Massachusetts,Sex,Female,27.1,23.5,34.4
2021,MA,Massachusetts,Sex,Male,27.7,18.5,39.4
2021,MA,Massachusetts,Total,Total,27.4,21.1,36.7
2021,MD,Maryland,Age (years),18 - 24,19.7,18.9,47.3
2021,MD,Maryland,Age (years),25 - 34,34.7,19.3,40.5
2021,MD,Maryland,Age (years),35 - 44,37.0,18.7,33.4
2021,MD,Maryland,Age (years),45 - 54,40.9,19.4,37.6
2021,MD,Maryland,Age (years),55 - 64,40.4,22.6,36.6
2021,MD,Maryland,Age (years),65 or older,30.1,28.2,32.4
2021,MD,Maryland,Education,College graduate,27.3,11.5,30.6
2021,MD,Maryland,Education,High school graduate,38.4,29.4,44.6
2021,MD,Maryland,Education,Less than high school,39.4,40.9,39.9
2021,MD,Maryland,Education,Some college or technical school,38.9,21.4,38.9
2021,MD,Maryland,Income,"$15,000 - $24,999",36.0,39.2,36.7
2021,MD,Maryland,Income,"$25,000 - $34,999",36.5,35.3,39.4
2021,MD,Maryland,Income,"$35,000 - $49,999",40.7,26.6,37.5
2021,MD,Maryland,Income,"$50,000 - $74,999",38.3,20.8,39.1
2021,MD,Maryland,Income,"$75,000 or greater",34.8,17.2,38.7
2021,MD,Maryland,Income,Data not reported,31.2,17.0,35.5
2021,MD,Maryland,Income,"Less than $15,000",38.1,36.7,42.8
2021,MD,Maryland,Race/Ethnicity,Hispanic,35.5,32.8,31.2
2021,MD,Maryland,Race/Ethnicity,NH American Indian/Alaska Native,31.6,45.3,26.8
2021,MD,Maryland,Race/Ethnicity,Non-Hispanic 2 or more races,32.3,22.2,41.0
2021,MD,Maryland,Race/Ethnicity,Non-Hispanic Asian,16.0,19.2,33.2
2021,MD,Maryland,Race/Ethnicity,Non-Hispanic Black,44.1,23.1,39.2
2021,MD,Maryland,Race/Ethnicity,Non-Hispanic Other,26.2,21.8,30.7
2021,MD,Maryland,Race/Ethnicity,Non-Hispanic White,31.2,18.9,37.7
2021,MD,Maryland,Sex,Female,35.4,24.7,34.7
2021,MD,Maryland,Sex,Male,33.3,18.4,39.8
2021,MD,Maryland,Total,Total,34.3,21.7,37.1
2021,ME,Maine,Age (years),18 - 24,21.1,16.7,38.5
2021,ME,Maine,Age (years),25 - 34,29.4,21.6,38.7
2021,ME,Maine,Age (years),35 - 44,36.5,22.4,32.9
2021,ME,Maine,Age (years),45 - 54,39.1,26.1,37.1
2021,ME,Maine,Age (years),55 - 64,36.8,26.4,38.5
2021,ME,Maine,Age (years),65 or older,27.5,35.1,29.5
2021,ME,Maine,Education,College graduate,25.6,14.6,27.8
2021,ME,Maine,Education,High school graduate,33.1,34.2,39.8
2021,ME,Maine,Education,Less than high school,38.1,43.3,35.6
2021,ME,Maine,Education,Some college or technical school,35.1,26.1,37.3
2021,ME,Maine,Income,"$15,000 - $24,999",39.0,34.9,36.7
2021,ME,Maine,Income,"$25,000 - $34,999",30.7,37.0,40.5
2021,ME,Maine,Income,"$35,000 - $49,999",32.8,30.6,39.9
2021,ME,Maine,Income,"$50,000 - $74,999",36.7,20.6,37.5
2021,ME,Maine,Income,"$75,000 or greater",31.7,16.2,27.9
2021,ME,Maine,Income,Data not reported,27.8,24.4,32.6
2021,ME,Maine,Income,"Less than $15,000",43.6,46.6,42.2
2021,ME,Maine,Race/Ethnicity,Hispanic,31.6,36.7,33.0
2021,ME,Maine,Race/Ethnicity,NH American Indian/Alaska Native,31.5,38.2,48.1
2021,ME,Maine,Race/Ethnicity,Non-Hispanic 2 or more races,44.5,26.9,38.4
2021,ME,Maine,Race/Ethnicity,Non-Hispanic Other,6.7,28.8,32.8
2021,ME,Maine,Race/Ethnicity,Non-Hispanic White,31.8,26.0,34.9
2021,ME,Maine,Sex,Female,32.2,27.4,31.8
2021,ME,Maine,Sex,Male,31.6,25.5,38.5
2021,ME,Maine,Total,Total,31.9,26.5,35.0
2021,MI,Michigan,Age (years),18 - 24,22.9,15.4,48.3
2021,MI,Michigan,Age (years),25 - 34,33.9,18.4,45.3
2021,MI,Michigan,Age (years),35 - 44,37.0,19.3,37.2
2021,MI,Michigan,Age (years),45 - 54,40.6,24.4,40.1
2021,MI,Michigan,Age (years),55 - 64,39.6,25.3,38.8
2021,MI,Michigan,Age (years),65 or older,31.4,30.2,34.5
2021,MI,Michigan,Education,College graduate,30.1,12.1,33.0
2021,MI,Michigan,Education,High school graduate,33.9,27.8,44.9
2021,MI,Michigan,Education,Less than high school,35.6,42.8,48.9
2021,MI,Michigan,Education,Some college or technical school,37.9,22.7,39.4
2021,MI,Michigan,Income,"$15,000 - $24,999",41.3,34.2,40.5
2021,MI,Michigan,Income,"$25,000 - $34,999",33.7,27.8,41.0
2021,MI,Michigan,Income,"$35,000 - $49,999",37.4,26.6,42.4
2021,MI,Michigan,Income,"$50,000 - $74,999",36.0,21.7,41.7
2021,MI,Michigan,Income,"$75,000 or greater",33.5,16.8,36.1
2021,MI,Michigan,Income,Data not reported,31.0,18.8,38.3
2021,MI,Michigan,Income,"Less than $15,000",39.6,41.8,46.4
2021,MI,Michigan,Race/Ethnicity,Hispanic,37.0,24.8,45.1
2021,MI,Michigan,Race/Ethnicity,NH American Indian/Alaska Native,25.9,20.1,47.9
2021,MI,Michigan,Race/Ethnicity,Non-Hispanic 2 or more races,35.5,20.8,39.4
2021,MI,Michigan,Race/Ethnicity,Non-Hispanic Asian,9.3,16.5,44.3
2021,MI,Michigan,Race/Ethnicity,Non-Hispanic Black,40.8,30.8,40.7
2021,MI,Michigan,Race/Ethnicity,Non-Hispanic Other,31.2,29.3,37.7
2021,MI,Michigan,Race/Ethnicity,Non-Hispanic White,34.1,22.0,39.2
2021,MI,Michigan,Sex,Female,34.9,27.0,37.7
2021,MI,Michigan,Sex,Male,33.9,19.0,42.3
2021,MI,Michigan,Total,Total,34.4,23.1,39.9
2021,MN,Minnesota,Age (years),18 - 24,17.5,14.0,44.1
2021,MN,Minnesota,Age (years),25 - 34,31.5,16.5,39.7
2021,MN,Minnesota,Age (years),35 - 44,35.8,17.7,35.5
2021,MN,Minnesota,Age (years),45 - 54,38.3,19.2,37.0
2021,MN,Minnesota,Age (years),55 - 64,37.3,22.0,37.4
2021,MN,Minnesota,Age (years),65 or older,30.8,27.6,29.4
2021,MN,Minnesota,Education,College graduate,27.4,11.7,29.7
2021,MN,Minnesota,Education,High school graduate,33.1,26.9,41.7
2021,MN,Minnesota,Education,Less than high school,35.9,37.4,42.1
2021,MN,Minnesota,Education,Some college or technical school,36.1,19.9,38.2
2021,MN,Minnesota,Income,"$15,000 - $24,999",37.8,36.0,41.0
2021,MN,Minnesota,Income,"$25,000 - $34,999",35.6,28.5,37.1
2021,MN,Minnesota,Income,"$35,000 - $49,999",34.8,24.2,38.2
2021,MN,Minnesota,Income,"$50,000 - $74,999",33.7,20.3,36.8
2021,MN,Minnesota,Income,"$75,000 or greater",36.3,16.9,36.2
2021,MN,Minnesota,Income,Data not reported,28.0,15.4,34.6
2021,MN,Minnesota,Income,"Less than $15,000",40.1,32.5,41.8
2021,MN,Minnesota,Race/Ethnicity,Hispanic,34.1,33.4,35.3
2021,MN,Minnesota,Race/Ethnicity,NH American Indian/Alaska Native,41.5,30.5,41.9
2021,MN,Minnesota,Race/Ethnicity,Non-Hispanic 2 or more races,36.3,22.6,38.4
2021,MN,Minnesota,Race/Ethnicity,Non-Hispanic Asian,21.9,20.4,39.2
2021,MN,Minnesota,Race/Ethnicity,Non-Hispanic Black,36.4,24.6,35.0
2021,MN,Minnesota,Race/Ethnicity,Non-Hispanic White,32.4,19.0,36.3
2021,MN,Minnesota,Sex,Female,31.0,21.8,32.6
2021,MN,Minnesota,Sex,Male,33.7,18.6,40.2
2021,MN,Minnesota,Total,Total,32.4,20.2,36.4
2021,MO,Missouri,Age (years),18 - 24,26.3,17.9,49.1
2021,MO,Missouri,Age (years),25 - 34,36.5,20.3,44.3
2021,MO,Missouri,Age (years),35 - 44,42.7,20.5,44.9
2021,MO,Missouri,Age (years),45 - 54,43.6,23.8,45.3
2021,MO,Missouri,Age (years),55 - 64,41.5,28.2,42.3
2021,MO,Missouri,Age (years),65 or older,32.5,34.7,38.5
2021,MO,Missouri,Education,College graduate,30.5,13.6,35.0
2021,MO,Missouri,Education,High school graduate,39.3,33.2,48.0
2021,MO,Missouri,Education,Less than high school,39.3,39.8,44.9
2021,MO,Missouri,Education,Some college or technical school,40.5,23.0,45.7
2021,MO,Missouri,Income,"$15,000 - $24,999",43.1,43.4,48.6
2021,MO,Missouri,Income,"$25,000 - $34,999",39.8,33.1,47.4
2021,MO,Missouri,Income,"$35,000 - $49,999",41.1,25.4,44.8
2021,MO,Missouri,Income,"$50,000 - $74,999",40.3,22.5,43.8
2021,MO,Missouri,Income,"$75,000 or greater",37.2,19.8,42.8
2021,MO,Missouri,Income,Data not reported,32.1,20.1,40.6
2021,MO,Missouri,Income,"Less than $15,000",41.7,38.4,45.8
2021,MO,Missouri,Race/Ethnicity,Hispanic,43.2,26.7,35.4
2021,MO,Missouri,Race/Ethnicity,NH American Indian/Alaska Native,33.0,32.9,37.8
2021,MO,Missouri,Race/Ethnicity,Non-Hispanic 2 or more races,38.2,20.2,45.4
2021,MO,Missouri,Race/Ethnicity,Non-Hispanic Asian,17.4,14.7,23.5
2021,MO,Missouri,Race/Ethnicity,Non-Hispanic Black,44.3,29.8,40.2
2021,MO,Missouri,Race/Ethnicity,Non-Hispanic Other,38.1,15.5,32.6
2021,MO,Missouri,Race/Ethnicity,Non-Hispanic White,36.8,24.8,45.1
2021,MO,Missouri,Sex,Female,36.6,25.6,38.6
2021,MO,Missouri,Sex,Male,37.8,24.9,48.5
2021,MO,Missouri,Total,Total,37.3,25.3,43.4
2021,MS,Mississippi,Age (years),18 - 24,26.4,17.5,50.0
2021,MS,Mississippi,Age (years),25 - 34,40.0,29.4,47.6
2021,MS,Mississippi,Age (years),35 - 44,38.8,26.3,45.0
2021,MS,Mississippi,Age (years),45 - 54,51.6,30.0,51.5
2021,MS,Mississippi,Age (years),55 - 64,47.9,40.8,44.1
2021,MS,Mississippi,Age (years),65 or older,31.5,36.2,45.0
2021,MS,Mississippi,Education,College graduate,38.1,19.8,44.1
2021,MS,Mississippi,Education,High school graduate,38.1,36.6,46.9
2021,MS,Mississippi,Education,Less than high school,39.6,42.0,47.6
2021,MS,Mississippi,Education,Some college or technical school,40.5,27.8,48.1
2021,MS,Mississippi,Income,"$15,000 - $24,999",45.3,40.2,48.7
2021,MS,Mississippi,Income,"$25,000 - $34,999",40.6,34.6,42.0
2021,MS,Mississippi,Income,"$35,000 - $49,999",42.7,27.3,42.3
2021,MS,Mississippi,Income,"$50,000 - $74,999",40.7,27.0,51.5
2021,MS,Mississippi,Income,"$75,000 or greater",40.8,19.5,47.9
2021,MS,Mississippi,Income,Data not reported,33.9,26.4,47.8
2021,MS,Mississippi,Income,"Less than $15,000",39.7,53.4,47.9
2021,MS,Mississippi,Race/Ethnicity,Non-Hispanic Black,47.0,37.7,42.1
2021,MS,Mississippi,Race/Ethnicity,Non-Hispanic White,34.8,27.5,50.6
2021,MS,Mississippi,Sex,Female,41.5,33.9,44.9
2021,MS,Mississippi,Sex,Male,36.7,27.5,49.2
2021,MS,Mississippi,Total,Total,39.1,30.9,46.9
2021,MT,Montana,Age (years),18 - 24,18.9,12.5,44.8
2021,MT,Montana,Age (years),25 - 34,32.6,15.9,43.4
2021,MT,Montana,Age (years),35 - 44,33.2,15.8,39.9
2021,MT,Montana,Age (years),45 - 54,36.0,20.7,43.2
2021,MT,Montana,Age (years),55 - 64,36.5,24.6,40.6
2021,MT,Montana,Age (years),65 or older,30.9,29.6,34.0
2021,MT,Montana,Education,College graduate,25.1,9.4,34.0
2021,MT,Montana,Education,High school graduate,35.4,30.6,46.7
2021,MT,Montana,Education,Less than high school,33.1,31.3,47.4
2021,MT,Montana,Education,Some college or technical school,34.3,21.1,38.4
2021,MT,Montana,Income,"$15,000 - $24,999",34.3,34.7,44.2
2021,MT,Montana,Income,"$25,000 - $34,999",32.6,25.2,40.6
2021,MT,Montana,Income,"$35,000 - $49,999",32.6,24.4,38.8
2021,MT,Montana,Income,"$50,000 - $74,999",33.8,18.7,38.2
2021,MT,Montana,Income,"$75,000 or greater",35.7,12.9,37.3
2021,MT,Montana,Income,Data not reported,27.5,17.5,40.1
2021,MT,Montana,Income,"Less than $15,000",35.2,32.7,46.6
2021,MT,Montana,Race/Ethnicity,Hispanic,40.2,17.9,38.8
2021,MT,Montana,Race/Ethnicity,NH American Indian/Alaska Native,39.6,22.3,41.3
2021,MT,Montana,Race/Ethnicity,Non-Hispanic 2 or more races,26.8,17.8,37.6
2021,MT,Montana,Race/Ethnicity,Non-Hispanic White,30.9,21.1,40.4
2021,MT,Montana,Sex,Female,31.9,23.2,37.9
2021,MT,Montana,Sex,Male,31.7,19.1,42.2
2021,MT,Montana,Total,Total,31.8,21.2,40.0
2021,NC,North Carolina,Age (years),18 - 24,20.5,15.8,43.4
2021,NC,North Carolina,Age (years),25 - 34,33.9,17.4,42.3
2021,NC,North Carolina,Age (years),35 - 44,43.2,19.6,39.1
2021,NC,North Carolina,Age (years),45 - 54,38.4,24.2,41.8
2021,NC,North Carolina,Age (years),55 - 64,45.2,25.5,40.9
2021,NC,North Carolina,Age (years),65 or older,33.0,27.5,36.7
2021,NC,North Carolina,Education,College graduate,29.5,11.9,34.4
2021,NC,North Carolina,Education,High school graduate,39.0,29.1,43.5
2021,NC,North Carolina,Education,Less than high school,44.1,38.2,46.1
2021,NC,North Carolina,Education,Some college or technical school,36.5,20.0,41.2
2021,NC,North Carolina,Income,"$15,000 - $24,999",46.5,34.8,45.3
2021,NC,North Carolina,Income,"$25,000 - $34,999",39.1,30.1,38.3
2021,NC,North Carolina,Income,"$35,000 - $49,999",38.7,23.0,41.5
2021,NC,North Carolina,Income,"$50,000 - $74,999",34.8,19.0,41.0
2021,NC,North Carolina,Income,"$75,000 or greater",35.4,15.3,39.6
2021,NC,North Carolina,Income,Data not reported,31.2,18.4,38.9
2021,NC,North Carolina,Income,"Less than $15,000",48.0,36.7,46.0
2021,NC,North Carolina,Race/Ethnicity,Hispanic,32.0,30.5,32.5
2021,NC,North Carolina,Race/Ethnicity,NH American Indian/Alaska Native,33.8,27.3,30.8
2021,NC,North Carolina,Race/Ethnicity,Non-Hispanic 2 or more races,41.3,16.8,52.5
2021,NC,North Carolina,Race/Ethnicity,Non-Hispanic Asian,16.8,15.5,30.6
2021,NC,North Carolina,Race/Ethnicity,Non-Hispanic Black,51.5,26.1,42.8
2021,NC,North Carolina,Race/Ethnicity,Non-Hispanic White,32.5,20.3,40.5
2021,NC,North Carolina,Sex,Female,37.9,24.9,38.6
2021,NC,North Carolina,Sex,Male,34.1,19.5,42.3
2021,NC,North Carolina,Total,Total,36.0,22.3,40.4
2021,ND,North Dakota,Age (years),18 - 24,18.0,16.7,50.0
2021,ND,North Dakota,Age (years),25 - 34,32.0,24.7,48.9
2021,ND,North Dakota,Age (years),35 - 44,40.4,25.5,45.1
2021,ND,North Dakota,Age (years),45 - 54,41.9,25.2,47.7
2021,ND,North Dakota,Age (years),55 - 64,42.5,26.9,45.1
2021,ND,North Dakota,Age (years),65 or older,35.6,30.8,32.2
2021,ND,North Dakota,Education,College graduate,31.6,15.8,38.7
2021,ND,North Dakota,Education,High school graduate,33.9,32.7,45.7
2021,ND,North Dakota,Education,Less than high school,41.6,41.8,49.8
2021,ND,North Dakota,Education,Some college or technical school,37.5,24.3,45.7
2021,ND,North Dakota,Income,"$15,000 - $24,999",36.3,34.4,38.3
2021,ND,North Dakota,Income,"$25,000 - $34,999",40.1,30.7,46.8
2021,ND,North Dakota,Income,"$35,000 - $49,999",35.6,27.4,45.6
2021,ND,North Dakota,Income,"$50,000 - $74,999",40.6,24.8,42.7
2021,ND,North Dakota,Income,"$75,000 or greater",33.3,20.8,44.0
2021,ND,North Dakota,Income,Data not reported,31.4,22.7,43.5
2021,ND,North Dakota,Income,"Less than $15,000",44.2,41.6,52.6
2021,ND,North Dakota,Race/Ethnicity,Hispanic,37.3,28.0,50.4
2021,ND,North Dakota,Race/Ethnicity,NH American Indian/Alaska Native,51.5,28.3,46.4
2021,ND,North Dakota,Race/Ethnicity,Non-Hispanic 2 or more races,28.0,22.3,41.0
2021,ND,North Dakota,Race/Ethnicity,Non-Hispanic Black,28.5,39.5,32.3
2021,ND,North Dakota,Race/Ethnicity,Non-Hispanic White,34.7,24.7,43.7
2021,ND,North Dakota,Sex,Female,33.1,26.6,38.6
2021,ND,North Dakota,Sex,Male,37.1,24.4,49.1
2021,ND,North Dakota,Total,Total,35.2,25.5,44.0
2021,NE,Nebraska,Age (years),18 - 24,19.0,17.2,45.9
2021,NE,Nebraska,Age (years),25 - 34,34.4,18.3,42.8
2021,NE,Nebraska,Age (years),35 - 44,41.0,20.9,44.9
2021,NE,Nebraska,Age (years),45 - 54,42.0,22.0,46.3
2021,NE,Nebraska,Age (years),55 - 64,42.3,28.8,43.9
2021,NE,Nebraska,Age (years),65 or older,34.9,33.4,36.1
2021,NE,Nebraska,Education,College graduate,31.2,12.6,37.6
2021,NE,Nebraska,Education,High school graduate,36.3,31.7,47.8
2021,NE,Nebraska,Education,Less than high school,39.8,45.8,39.1
2021,NE,Nebraska,Education,Some college or technical school,39.0,22.8,44.4
2021,NE,Nebraska,Income,"$15,000 - $24,999",37.3,40.3,41.7
2021,NE,Nebraska,Income,"$25,000 - $34,999",37.3,34.7,44.4
2021,NE,Nebraska,Income,"$35,000 - $49,999",36.5,28.1,44.8
2021,NE,Nebraska,Income,"$50,000 - $74,999",37.7,23.1,41.9
2021,NE,Nebraska,Income,"$75,000 or greater",37.2,16.1,40.7
2021,NE,Nebraska,Income,Data not reported,33.1,17.8,42.4
2021,NE,Nebraska,Income,"Less than $15,000",39.5,40.1,46.8
2021,NE,Nebraska,Race/Ethnicity,Hispanic,36.9,33.6,36.1
2021,NE,Nebraska,Race/Ethnicity,NH American Indian/Alaska Native,47.4,24.7,50.9
2021,NE,Nebraska,Race/Ethnicity,Non-Hispanic 2 or more races,46.1,15.6,53.9
2021,NE,Nebraska,Race/Ethnicity,Non-Hispanic Asian,16.3,30.0,41.7
2021,NE,Nebraska,Race/Ethnicity,Non-Hispanic Black,39.3,33.7,52.8
2021,NE,Nebraska,Race/Ethnicity,Non-Hispanic White,35.8,22.5,42.6
2021,NE,Nebraska,Sex,Female,35.0,25.1,37.9
2021,NE,Nebraska,Sex,Male,36.8,23.3,47.8
2021,NE,Nebraska,Total,Total,35.9,24.2,42.7
2021,NH,New Hampshire,Age (years),18 - 24,17.0,12.7,38.3
2021,NH,New Hampshire,Age (years),25 - 34,27.8,17.1,44.1
2021,NH,New Hampshire,Age (years),35 - 44,39.7,18.1,35.7
2021,NH,New Hampshire,Age (years),45 - 54,38.8,17.2,38.1
2021,NH,New Hampshire,Age (years),55 - 64,34.0,21.9,35.7
2021,NH,New Hampshire,Age (years),65 or older,25.9,26.4,29.8
2021,NH,New Hampshire,Education,College graduate,26.3,11.6,30.9
2021,NH,New Hampshire,Education,High school graduate,34.0,27.2,42.9
2021,NH,New Hampshire,Education,Less than high school,32.9,33.9,42.3
2021,NH,New Hampshire,Education,Some college or technical school,32.1,20.0,34.8
2021,NH,New Hampshire,Income,"$15,000 - $24,999",39.7,32.7,37.3
2021,NH,New Hampshire,Income,"$25,000 - $34,999",33.6,33.2,36.5
2021,NH,New Hampshire,Income,"$35,000 - $49,999",32.5,27.6,39.7
2021,NH,New Hampshire,Income,"$50,000 - $74,999",31.2,20.4,37.2
2021,NH,New Hampshire,Income,"$75,000 or greater",25.9,11.3,35.7
2021,NH,New Hampshire,Income,Data not reported,29.4,16.5,34.8
2021,NH,New Hampshire,Income,"Less than $15,000",36.9,37.6,39.1
2021,NH,New Hampshire,Race/Ethnicity,Hispanic,39.5,21.0,36.1
2021,NH,New Hampshire,Race/Ethnicity,Non-Hispanic 2 or more races,36.4,17.9,39.0
2021,NH,New Hampshire,Race/Ethnicity,Non-Hispanic Asian,12.9,17.5,40.5
2021,NH,New Hampshire,Race/Ethnicity,Non-Hispanic Other,26.5,44.1,36.5
2021,NH,New Hampshire,Race/Ethnicity,Non-Hispanic White,31.0,19.5,35.5
2021,NH,New Hampshire,Sex,Female,27.9,21.5,33.2
2021,NH,New Hampshire,Sex,Male,33.3,18.4,39.2
2021,NH,New Hampshire,Total,Total,30.6,20.0,36.1
2021,NJ,New Jersey,Age (years),18 - 24,15.8,13.5,36.9
2021,NJ,New Jersey,Age (years),25 - 34,28.1,22.7,40.1
2021,NJ,New Jersey,Age (years),35 - 44,32.8,22.8,36.1
2021,NJ,New Jersey,Age (years),45 - 54,28.7,22.1,36.2
2021,NJ,New Jersey,Age (years),55 - 64,34.4,24.7,35.8
2021,NJ,New Jersey,Age (years),65 or older,26.3,32.4,31.3
2021,NJ,New Jersey,Education,College graduate,23.8,13.2,32.0
2021,NJ,New Jersey,Education,High school graduate,29.7,29.7,39.3
2021,NJ,New Jersey,Education,Less than high school,30.6,47.0,33.0
2021,NJ,New Jersey,Education,Some college or technical school,32.4,24.9,38.5
2021,NJ,New Jersey,Income,"$15,000 - $24,999",36.4,43.8,38.0
2021,NJ,New Jersey,Income,"$25,000 - $34,999",36.0,36.4,37.8
2021,NJ,New Jersey,Income,"$35,000 - $49,999",26.4,32.5,35.8
2021,NJ,New Jersey,Income,"$50,000 - $74,999",32.2,18.6,31.6
2021,NJ,New Jersey,Income,"$75,000 or greater",33.5,20.3,34.6
2021,NJ,New Jersey,Income,Data not reported,24.2,19.6,35.4
2021,NJ,New Jersey,Income,"Less than $15,000",28.2,42.4,46.0
2021,NJ,New Jersey,Race/Ethnicity,Hispanic,31.2,34.1,36.8
2021,NJ,New Jersey,Race/Ethnicity,Non-Hispanic 2 or more races,34.1,15.1,35.9
2021,NJ,New Jersey,Race/Ethnicity,Non-Hispanic Asian,10.3,18.7,31.0
2021,NJ,New Jersey,Race/Ethnicity,Non-Hispanic Black,35.5,28.3,37.4
2021,NJ,New Jersey,Race/Ethnicity,Non-Hispanic Other,21.9,21.6,36.4
2021,NJ,New Jersey,Race/Ethnicity,Non-Hispanic White,28.8,20.8,35.8
2021,NJ,New Jersey,Sex,Female,27.5,26.8,32.4
2021,NJ,New Jersey,Sex,Male,28.8,21.3,39.2
2021,NJ,New Jersey,Total,Total,28.2,24.1,35.7
2021,NM,New Mexico,Age (years),18 - 24,23.0,20.4,49.7
2021,NM,New Mexico,Age (years),25 - 34,36.9,17.9,41.5
2021,NM,New Mexico,Age (years),35 - 44,40.3,20.4,42.1
2021,NM,New Mexico,Age (years),45 - 54,47.8,19.0,43.3
2021,NM,New Mexico,Age (years),55 - 64,35.6,25.8,41.9
2021,NM,New Mexico,Age (years),65 or older,26.7,30.0,34.7
2021,NM,New Mexico,Education,College graduate,25.1,12.5,34.6
2021,NM,New Mexico,Education,High school graduate,36.7,30.0,48.1
2021,NM,New Mexico,Education,Less than high school,38.9,39.5,39.0
2021,NM,New Mexico,Education,Some college or technical school,38.1,18.0,41.8
2021,NM,New Mexico,Income,"$15,000 - $24,999",37.4,25.8,37.4
2021,NM,New Mexico,Income,"$25,000 - $34,999",38.7,29.9,39.8
2021,NM,New Mexico,Income,"$35,000 - $49,999",35.7,20.7,40.8
2021,NM,New Mexico,Income,"$50,000 - $74,999",35.1,18.9,43.5
2021,NM,New Mexico,Income,"$75,000 or greater",28.5,14.9,39.4
2021,NM,New Mexico,Income,Data not reported,29.9,19.6,42.1
2021,NM,New Mexico,Income,"Less than $15,000",43.3,38.6,45.8
2021,NM,New Mexico,Race/Ethnicity,Hispanic,38.2,25.6,41.3
2021,NM,New Mexico,Race/Ethnicity,NH American Indian/Alaska Native,50.1,24.9,36.5
2021,NM,New Mexico,Race/Ethnicity,Non-Hispanic 2 or more races,28.5,9.3,33.7
2021,NM,New Mexico,Race/Ethnicity,Non-Hispanic Asian,23.9,25.2,39.5
2021,NM,New Mexico,Race/Ethnicity,Non-Hispanic Black,37.9,23.5,42.3
2021,NM,New Mexico,Race/Ethnicity,Non-Hispanic White,27.5,19.4,42.0
2021,NM,New Mexico,Sex,Female,35.6,26.4,39.2
2021,NM,New Mexico,Sex,Male,33.5,19.4,43.4
2021,NM,New Mexico,Total,Total,34.6,23.0,41.2
2021,NV,Nevada,Age (years),18 - 24,21.0,15.0,48.0
2021,NV,Nevada,Age (years),25 - 34,31.8,20.8,41.1
2021,NV,Nevada,Age (years),35 - 44,35.9,18.3,43.9
2021,NV,Nevada,Age (years),45 - 54,39.9,26.9,41.5
2021,NV,Nevada,Age (years),55 - 64,33.1,32.4,43.5
2021,NV,Nevada,Age (years),65 or older,25.1,28.3,38.1
2021,NV,Nevada,Education,College graduate,23.1,11.8,38.4
2021,NV,Nevada,Education,High school graduate,31.7,28.4,44.8
2021,NV,Nevada,Education,Less than high school,41.3,42.8,41.2
2021,NV,Nevada,Education,Some college or technical school,33.1,21.5,42.8
2021,NV,Nevada,Income,"$15,000 - $24,999",37.4,30.1,44.1
2021,NV,Nevada,Income,"$25,000 - $34,999",39.0,31.5,42.1
2021,NV,Nevada,Income,"$35,000 - $49,999",30.8,30.4,42.0
2021,NV,Nevada,Income,"$50,000 - $74,999",31.6,15.9,46.3
2021,NV,Nevada,Income,"$75,000 or greater",28.2,19.6,45.9
2021,NV,Nevada,Income,Data not reported,27.1,19.8,40.7
2021,NV,Nevada,Income,"Less than $15,000",39.6,47.6,27.4
2021,NV,Nevada,Race/Ethnicity,Hispanic,36.2,32.4,38.8
2021,NV,Nevada,Race/Ethnicity,Non-Hispanic 2 or more races,29.5,18.5,45.9
2021,NV,Nevada,Race/Ethnicity,Non-Hispanic Asian,16.2,21.7,40.8
2021,NV,Nevada,Race/Ethnicity,Non-Hispanic Black,32.6,25.0,41.9
2021,NV,Nevada,Race/Ethnicity,Non-Hispanic White,31.0,20.7,44.2
2021,NV,Nevada,Sex,Female,29.4,26.2,40.5
2021,NV,Nevada,Sex,Male,33.1,22.2,43.8
2021,NV,Nevada,Total,Total,31.3,24.2,42.1
2021,NY,New York,Age (years),18 - 24,20.8,20.9,45.2
2021,NY,New York,Age (years),25 - 34,26.5,22.8,42.4
2021,NY,New York,Age (years),35 - 44,29.6,23.9,34.0
2021,NY,New York,Age (years),45 - 54,35.2,25.7,37.6
2021,NY,New York,Age (years),55 - 64,34.2,27.1,34.8
2021,NY,New York,Age (years),65 or older,27.1,31.2,29.9
2021,NY,New York,Education,College graduate,22.8,15.1,32.1
2021,NY,New York,Education,High school graduate,32.5,31.8,41.9
2021,NY,New York,Education,Less than high school,35.0,45.7,36.0
2021,NY,New York,Education,Some college or technical school,31.7,24.1,37.6
2021,NY,New York,Income,"$15,000 - $24,999",33.5,41.5,38.9
2021,NY,New York,Income,"$25,000 - $34,999",33.7,35.0,37.7
2021,NY,New York,Income,"$35,000 - $49,999",30.6,28.5,38.0
2021,NY,New York,Income,"$50,000 - $74,999",30.8,24.1,37.8
2021,NY,New York,Income,"$75,000 or greater",28.7,19.9,35.5
2021,NY,New York,Income,Data not reported,25.8,21.1,35.1
2021,NY,New York,Income,"Less than $15,000",36.0,38.9,38.8
